split,class_id,run_id,trajectory_id,n_rows,n_valid_time,n_missing_time,n_unique_time,duplicated_time_points,original_order_monotonic,start_time,end_time,modal_step,gap_count,max_gap,min_step,max_step
train,9,184,9::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,184,10::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,184,11::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,184,12::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,184,13::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,184,14::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,184,15::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,184,16::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,184,19::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,184,20::184,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,185,1::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,185,2::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,185,3::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,185,4::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,185,6::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,185,7::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,185,8::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,185,9::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,185,10::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,185,12::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,185,13::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,185,14::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,185,15::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,185,16::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,185,17::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,185,18::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,185,19::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,185,20::185,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,186,1::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,186,2::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,186,3::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,186,4::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,186,5::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,186,6::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,186,8::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,186,9::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,186,10::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,186,11::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,186,13::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,186,14::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,186,15::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,186,17::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,186,18::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,186,19::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,186,20::186,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,187,3::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,187,4::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,187,5::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,187,6::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,187,7::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,187,8::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,187,9::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,187,11::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,187,13::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,187,14::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,187,15::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,187,16::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,187,17::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,187,19::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,187,20::187,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,188,2::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,188,3::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,188,4::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,188,5::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,188,6::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,188,8::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,188,9::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,188,10::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,188,11::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,188,12::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,188,13::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,188,14::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,188,15::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,188,16::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,188,17::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,188,18::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,188,19::188,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,189,1::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,189,2::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,189,3::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,189,4::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,189,5::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,189,6::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,189,7::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,189,8::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,189,9::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,189,10::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,189,12::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,189,13::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,189,16::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,189,17::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,189,18::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,189,19::189,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,190,1::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,190,3::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,190,4::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,190,5::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,190,7::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,190,8::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,190,9::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,190,11::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,190,13::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,190,14::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,190,15::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,190,16::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,190,17::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,190,18::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,190,19::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,190,20::190,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,191,1::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,191,3::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,191,5::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,191,6::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,191,7::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,191,8::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,191,9::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,191,11::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,191,12::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,191,14::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,191,15::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,191,16::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,191,17::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,191,18::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,191,19::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,191,20::191,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,192,1::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,192,2::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,192,3::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,192,4::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,192,5::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,192,6::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,192,7::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,192,8::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,192,9::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,192,12::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,192,13::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,192,14::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,192,15::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,192,16::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,192,17::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,192,18::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,192,19::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,192,20::192,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,193,3::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,193,4::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,193,5::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,193,6::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,193,8::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,193,9::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,193,12::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,193,14::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,193,17::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,193,18::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,193,19::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,193,20::193,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,194,2::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,194,5::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,194,7::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,194,8::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,194,9::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,194,10::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,194,11::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,194,14::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,194,15::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,194,16::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,194,17::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,194,18::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,194,19::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,194,20::194,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,195,1::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,195,2::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,195,5::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,195,6::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,195,7::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,195,8::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,195,12::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,195,13::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,195,16::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,195,18::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,195,19::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,195,20::195,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,196,1::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,196,2::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,196,4::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,196,5::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,196,7::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,196,10::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,196,11::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,196,13::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,196,14::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,196,16::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,196,17::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,196,18::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,196,19::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,196,20::196,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,197,1::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,197,2::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,197,4::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,197,5::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,197,6::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,197,7::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,197,9::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,197,10::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,197,11::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,197,14::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,197,15::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,197,18::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,197,19::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,197,20::197,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,198,1::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,198,2::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,198,3::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,198,4::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,198,5::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,198,7::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,198,8::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,198,9::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,198,10::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,198,11::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,198,12::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,198,13::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,198,14::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,198,15::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,198,16::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,198,17::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,198,18::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,198,19::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,198,20::198,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,199,1::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,199,2::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,199,3::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,199,5::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,199,6::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,199,7::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,199,8::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,199,9::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,199,10::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,199,12::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,199,14::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,199,17::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,199,18::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,199,19::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,199,20::199,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,200,1::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,200,2::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,200,3::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,200,4::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,200,5::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,200,6::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,7,200,7::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,200,8::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,200,9::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,200,10::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,200,11::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,200,12::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,200,13::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,200,15::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,200,17::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,18,200,18::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,200,19::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,20,200,20::200,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,201,1::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,201,2::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,3,201,3::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,201,4::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,201,5::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,201,6::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,201,8::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,201,9::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,201,10::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,12,201,12::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,201,13::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,201,14::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,201,15::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,16,201,16::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,17,201,17::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,19,201,19::201,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,1,202,1::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,2,202,2::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,4,202,4::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,5,202,5::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,6,202,6::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,8,202,8::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,9,202,9::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,10,202,10::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,11,202,11::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,13,202,13::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,14,202,14::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
train,15,202,15::202,500,500,0,500,0,True,1.0,500.0,1.0,0,1.0,1.0,1.0
